"PART LOCATION INDEX FILE"
"Part","Package","Side","X (inch)","Y (inch)","X (mm)","Y (mm)","Angle",
"C51","CAPC1005X60N","Top","    0.6102","    3.0906","   15.5000","   78.5000"," 180.00"
"C52","CAPC1005X60N","Top","    1.4764","    3.2677","   37.5000","   83.0000","   0.00"
"C53","CAPC1005X60N","Top","    1.4764","    3.3268","   37.5000","   84.5000","   0.00"
"C54","CAPC1005X60N","Top","    2.0866","    1.8504","   53.0000","   47.0000"," 270.00"
"C55","CAPC1005X60N","Top","    1.5315","    2.5787","   38.9000","   65.5000","   0.00"
"C56","CAPC1005X60N","Top","    1.5315","    2.4921","   38.9000","   63.3000","   0.00"
"C57","CAPC1005X60N","Top","    2.0276","    3.2480","   51.5000","   82.5000"," 270.00"
"C58","CAPC1005X60N","Top","    2.4803","    2.0079","   63.0000","   51.0000","  90.00"
"C59","NICHICON-WX-6.3","Top","    2.3622","    2.2638","   60.0000","   57.5000","   0.00"
"C60","CAP-CHEMI-HA0","Top","    2.0039","    2.9331","   50.9000","   74.5000","   0.00"
"C61","CAPC1005X60N","Top","    2.1457","    1.6732","   54.5000","   42.5000","  90.00"
"C62","CAPC1005X60N","Top","    1.8228","    2.2165","   46.3000","   56.3000"," 270.00"
"C63","CAP-CHEMI-HA0","Top","    0.5315","    0.9055","   13.5000","   23.0000","   0.00"
"C64","CAPC3225X168N","Top","    1.9094","    2.5394","   48.5000","   64.5000","  90.00"
"C65","CAPC1608X92N","Top","    2.0472","    2.5197","   52.0000","   64.0000","  90.00"
"C66","CAPC1005X60N","Top","    2.1457","    2.5197","   54.5000","   64.0000","  90.00"
"C70","CAPC3225X168N","Top","    0.1378","    1.9882","    3.5000","   50.5000"," 180.00"
"CN1","HDR100-3","Top","    0.4724","    3.0118","   12.0000","   76.5000","  90.00"
"CN2","JI-MU3-002","Bottom","    1.1024","    3.7677","   28.0000","   95.7000","   0.00"
"CN3","DS-0518","Top","    0.3150","    0.3543","    8.0000","    9.0000","  90.00"
"CN4","CONN-RJ45-MOLEX-44144-003","Top","    1.0827","    0.4134","   27.5000","   10.5000","   0.00"
"CN5","ST-3509","Bottom","    0.5630","    0.2953","   14.3000","    7.5000"," 270.00"
"CN6","ST-3509","Bottom","    2.3425","    0.2953","   59.5000","    7.5000"," 270.00"
"CN7","ST-3509","Bottom","    1.8976","    0.2953","   48.2000","    7.5000"," 270.00"
"CN8","ST-3509","Bottom","    1.0079","    0.2953","   25.6000","    7.5000"," 270.00"
"CN9","ST-3509","Bottom","    1.4528","    0.2953","   36.9000","    7.5000"," 270.00"
"CN10","ST-3509","Bottom","    0.2874","    2.4921","    7.3000","   63.3000","   0.00"
"CN11","HDR100-3","Top","    1.5630","    3.0906","   39.7000","   78.5000"," 270.00"
"CN12","HRS-A3C-16DA","Top","    1.0827","    0.9055","   27.5000","   23.0000","   0.00"
"D2","SOD323R_INFINEON","Top","    0.0827","    1.0551","    2.1000","   26.8000"," 270.00"
"FB1","FE0805","Top","    2.1654","    0.9252","   55.0000","   23.5000"," 270.00"
"FB2","FE0805","Top","    1.5945","    1.1417","   40.5000","   29.0000"," 270.00"
"FB3","FE0805","Top","    1.4764","    1.1417","   37.5000","   29.0000"," 270.00"
"FB4","FE0805","Top","    1.5748","    1.8543","   40.0000","   47.1000","  90.00"
"FB5","FE0805","Top","    0.2559","    1.0433","    6.5000","   26.5000"," 180.00"
"FB6","FE0805","Top","    1.2402","    1.5945","   31.5000","   40.5000","   0.00"
"FB7","FE0805","Top","    1.3189","    2.2835","   33.5000","   58.0000","   0.00"
"FB8","FE0805","Top","    1.3189","    2.1811","   33.5000","   55.4000","   0.00"
"J1","JMPR-2PIN","Top","    1.6811","    3.3071","   42.7000","   84.0000","   0.00"
"J3","JMPR-2PIN","Top","    1.9134","    2.3228","   48.6000","   59.0000","  90.00"
"J4","JMPR-2PIN","Top","    1.0591","    1.4370","   26.9000","   36.5000"," 270.00"
"L1","SRR5028","Top","    0.1969","    1.4173","    5.0000","   36.0000"," 270.00"
"LD2","LTV-817S","Top","    1.0827","    1.2402","   27.5000","   31.5000"," 270.00"
"LED1","LTST-S2200K","Top","    1.6929","    3.8780","   43.0000","   98.5000"," 270.00"
"LED2","LTST-S2200K","Top","    1.4764","    3.8780","   37.5000","   98.5000"," 270.00"
"LED3","LTST-S2200K","Top","    1.2598","    3.8780","   32.0000","   98.5000"," 270.00"
"LED4","LTST-S2200K","Top","    1.0433","    3.8780","   26.5000","   98.5000"," 270.00"
"LED5","SML-LX0603SRW","Top","    0.9606","    2.2736","   24.4000","   57.7500"," 180.00"
"LED8","SML-LX0603SRW","Top","    0.5709","    1.5157","   14.5000","   38.5000","   0.00"
"MIC1","CMA-4544PF-W","Top","    1.2992","    1.9094","   33.0000","   48.5000","  90.00"
"P1","TPAD50","Bottom","    1.3189","    2.8937","   33.5000","   73.5000","   0.00"
"P2","TPAD50","Bottom","    1.7913","    2.7953","   45.5000","   71.0000","   0.00"
"P3","TPAD50","Bottom","    1.7913","    2.8937","   45.5000","   73.5000","   0.00"
"P4","TPAD50","Bottom","    1.3386","    2.9724","   34.0000","   75.5000","   0.00"
"P5","TPAD50","Bottom","    0.9449","    2.9748","   24.0000","   75.5600","   0.00"
"P6","TPAD50","Bottom","    0.9449","    2.8543","   24.0000","   72.5000","   0.00"
"P7","TPAD50","Bottom","    1.0433","    2.9724","   26.5000","   75.5000","   0.00"
"P8","TPAD50","Bottom","    1.0433","    2.8543","   26.5000","   72.5000","   0.00"
"P9","TPAD50","Bottom","    1.2205","    3.0906","   31.0000","   78.5000","   0.00"
"P10","TPAD50","Bottom","    1.1417","    3.0906","   29.0000","   78.5000","   0.00"
"P11","TPAD50","Bottom","    1.0630","    3.0906","   27.0000","   78.5000","   0.00"
"P12","TPAD50","Bottom","    0.9843","    3.0906","   25.0000","   78.5000","   0.00"
"P13","TPAD50","Top","    0.1378","    3.8189","    3.5000","   97.0000"," 180.00"
"P14","TPAD50","Top","    0.1378","    3.7008","    3.5000","   94.0000","   0.00"
"P16","TPAD50","Top","    0.2362","    3.7008","    6.0000","   94.0000","   0.00"
"P18","TPAD50","Top","    2.4685","    0.6260","   62.7000","   15.9000"," 180.00"
"P19","TPAD50","Top","    0.9988","    1.6579","   25.3700","   42.1100","   0.00"
"P20","TPAD50","Top","    0.2362","    3.8189","    6.0000","   97.0000"," 180.00"
"PCB1","NOPACKAGE","Top","    0.0984","   -0.0197","    2.5000","   -0.5000","   0.00"
"R1","RESC1005X40AN","Top","    0.4331","    2.7402","   11.0000","   69.6000","  90.00"
"R2","RESC1005X40AN","Top","    0.6102","    2.9724","   15.5000","   75.5000","   0.00"
"R3","RESC1005X40AN","Top","    0.7953","    2.5472","   20.2000","   64.7000","   0.00"
"R4","RESC1005X40AN","Top","    1.4764","    3.3858","   37.5000","   86.0000","   0.00"
"R5","RESC1005X40AN","Top","    0.3346","    2.7362","    8.5000","   69.5000"," 270.00"
"R6","RESC1005X40AN","Top","    1.7047","    3.0610","   43.3000","   77.7500","   0.00"
"R7","RESC1005X40AN","Top","    0.4331","    3.6614","   11.0000","   93.0000"," 270.00"
"R8","RESC1005X40AN","Top","    0.3740","    3.6614","    9.5000","   93.0000"," 270.00"
"R9","RESC1005X40AN","Top","    1.8701","    1.4567","   47.5000","   37.0000"," 270.00"
"R10","RESC1608X55N","Top","    1.3425","    2.4961","   34.1000","   63.4000","   0.00"
"R11","RESC1608X55N","Top","    1.5551","    2.0236","   39.5000","   51.4000","  90.00"
"R12","RESC1005X40AN","Top","    1.7126","    3.7795","   43.5000","   96.0000","   0.00"
"R13","RESC1005X40AN","Top","    1.4961","    3.7795","   38.0000","   96.0000","   0.00"
"R14","RESC1005X40AN","Top","    1.1220","    2.5984","   28.5000","   66.0000"," 270.00"
"R15","RESC1005X40AN","Top","    1.2559","    3.7598","   31.9000","   95.5000","  90.00"
"R16","RESC1005X40AN","Top","    1.0827","    3.7717","   27.5000","   95.8000","  90.00"
"R17","RESC1005X40AN","Top","    0.9252","    2.3996","   23.5000","   60.9500"," 180.00"
"R18","RESC1608X55N","Top","    0.6496","    2.3189","   16.5000","   58.9000","   0.00"
"R19","RESC1608X55N","Top","    0.6102","    3.2087","   15.5000","   81.5000"," 180.00"
"R20","RESC1608X55N","Top","    0.8465","    3.4685","   21.5000","   88.1000"," 180.00"
"R21","RESC1608X55N","Top","    0.7677","    1.5551","   19.5000","   39.5000","   0.00"
"R22","RESC1608X55N","Top","    2.1457","    3.2283","   54.5000","   82.0000"," 270.00"
"R23","RESC1005X40AN","Top","    1.9882","    1.4567","   50.5000","   37.0000","  90.00"
"R24","RESC1005X40AN","Top","    0.5512","    3.6614","   14.0000","   93.0000"," 270.00"
"R25","RESC1005X40AN","Top","    0.4921","    3.6614","   12.5000","   93.0000"," 270.00"
"R26","RESC1608X55N","Top","    0.6496","    3.6220","   16.5000","   92.0000","  90.00"
"R27","RESC1005X40AN","Top","    0.9843","    3.4055","   25.0000","   86.5000"," 270.00"
"R28","RESC1005X40AN","Top","    0.9843","    3.4961","   25.0000","   88.8000","  90.00"
"R29","RESC1005X40AN","Top","    2.2795","    1.8504","   57.9000","   47.0000"," 270.00"
"R30","RESC1608X55N","Top","    1.2638","    3.4843","   32.1000","   88.5000"," 270.00"
"R31","RESC1608X55N","Top","    0.9449","    2.5787","   24.0000","   65.5000","   0.00"
"R32","RESC1608X55N","Top","    1.6535","    2.0236","   42.0000","   51.4000","  90.00"
"R33","RESC1005X40AN","Top","    0.5512","    1.3976","   14.0000","   35.5000","  90.00"
"R34","RESC1005X40AN","Top","    0.8661","    1.9685","   22.0000","   50.0000"," 180.00"
"R35","RESC1005X40AN","Top","    0.8661","    1.7323","   22.0000","   44.0000"," 180.00"
"R36","RESC1005X40AN","Top","    0.8661","    1.8504","   22.0000","   47.0000","   0.00"
"R37","RESC1005X40AN","Top","    0.6102","    3.0315","   15.5000","   77.0000","   0.00"
"R38","RESC1005X40AN","Top","    2.1811","    2.2047","   55.4000","   56.0000","  90.00"
"R39","RESC3115X70N","Top","    1.8701","    3.7598","   47.5000","   95.5000"," 270.00"
"R40","RESC1005X40AN","Top","    2.3819","    2.0079","   60.5000","   51.0000"," 270.00"
"R41","RESC1005X40AN","Top","    2.3819","    1.8504","   60.5000","   47.0000","  90.00"
"R42","POT3361","Top","    1.8701","    1.9488","   47.5000","   49.5000","   0.00"
"R43","RESC1005X40AN","Top","    1.9882","    1.6732","   50.5000","   42.5000","  90.00"
"R44","RESC1005X40AN","Top","    2.3819","    1.6732","   60.5000","   42.5000","  90.00"
"R45","RESC1005X40AN","Top","    2.2638","    1.6732","   57.5000","   42.5000","  90.00"
"R46","POT-3310C","Top","    2.1823","    3.8972","   55.4300","   98.9900","  90.00"
"R47","POT3361","Top","    1.9488","    1.2008","   49.5000","   30.5000","   0.00"
"R48","RESC1005X40AN","Top","    1.7520","    0.9843","   44.5000","   25.0000"," 270.00"
"R49","RESC1005X40AN","Top","    1.7520","    1.1024","   44.5000","   28.0000"," 270.00"
"R50","RESC1608X55N","Top","    2.2736","    3.2283","   57.7500","   82.0000"," 270.00"
"R51","RESC1005X40AN","Top","    0.8858","    1.3976","   22.5000","   35.5000","   0.00"
"R52","POT3361","Top","    1.5748","    1.5551","   40.0000","   39.5000","   0.00"
"R53","RESC1005X40AN","Top","    2.1850","    1.8504","   55.5000","   47.0000"," 270.00"
"R54","RESC1608X55N","Top","    1.6929","    2.8937","   43.0000","   73.5000","   0.00"
"R55","RESC1608X55N","Top","    1.6929","    2.7953","   43.0000","   71.0000","   0.00"
"R56","RESC1005X40AN","Top","    0.6102","    3.1496","   15.5000","   80.0000","   0.00"
"R57","RESC1005X40AN","Top","    0.6850","    2.8622","   17.4000","   72.7000"," 180.00"
"R58","RESC1005X40AN","Top","    1.6772","    1.7717","   42.6000","   45.0000","  90.00"
"SH1","NOPACKAGE","Top","    0.1378","   -0.0197","    3.5000","   -0.5000","  90.00"
"SH3","NOPACKAGE","Top","    0.0591","   -0.0197","    1.5000","   -0.5000"," 180.00"
"SPKR1","NOPACKAGE","Top","    0.1772","   -0.0197","    4.5000","   -0.5000","   0.00"
"SW1","SW-SPDT-8US8WR2C2M7RES","Top","    0.0394","    2.7953","    1.0000","   71.0000","   0.00"
"SW2","TS-026","Top","    0.7480","    3.8583","   19.0000","   98.0000","   0.00"
"SW3","SW-PWR","Top","    0.2362","    3.2677","    6.0000","   83.0000","  90.00"
"SW4","TS-026","Top","    0.4724","    3.8583","   12.0000","   98.0000","   0.00"
"SW5","TS-02B","Top","    0.5748","    2.4921","   14.6000","   63.3000","   0.00"
"T1","SM-LP-5001","Top","    2.1161","    0.4724","   53.7500","   12.0000"," 270.00"
"T2","SM-LP-5001","Top","    1.6831","    0.4724","   42.7500","   12.0000"," 270.00"
"U1","LQFP100-14","Top","    1.1220","    2.9823","   28.5000","   75.7500","   0.00"
"U2","SOT23-5L","Top","    0.7972","    2.3130","   20.2500","   58.7500"," 180.00"
"U3","SOT23-5L","Top","    0.7874","    3.6220","   20.0000","   92.0000"," 270.00"
"U4","ECOPACK-11","Top","    1.1024","    3.4646","   28.0000","   88.0000","   0.00"
"U5","PSO-DDA","Top","    0.5906","    1.9094","   15.0000","   48.5000","   0.00"
"U6","SOT23-6","Top","    2.1063","    1.5157","   53.5000","   38.5000"," 180.00"
"U7","SOT23-6","Top","    2.2441","    1.1811","   57.0000","   30.0000","   0.00"
"U8","SO08","Top","    2.0079","    3.4744","   51.0000","   88.2500","   0.00"
"U9","SOT23-6","Top","    2.1260","    2.0276","   54.0000","   51.5000"," 180.00"
"XTAL1","XTAL-FY0800035","Top","    1.1220","    2.4213","   28.5000","   61.5000","  90.00"
