"Bill of Materials from SM1000-REV-B.sch, 153 parts, as of 6/13/2014 12:35:13 PM"
"Part","Package","Side","X (inch)","Y (inch)","X (mm)","Y (mm)","Angle",
"C2","CAPC1608X92N","Top","    1.3189","    1.8701","   33.5000","   47.5000"," 270.00"
"C3","CAPC1608X92N","Top","    1.0039","    2.0276","   25.5000","   51.5000"," 270.00"
"C4","CAPC1608X92N","Top","    0.8366","    1.8799","   21.2500","   47.7500"," 270.00"
"C5","CAPC1608X92N","Top","    0.7382","    1.8799","   18.7500","   47.7500"," 270.00"
"C6","CAPC1608X92N","Top","    0.2953","    1.8898","    7.5000","   48.0000"," 270.00"
"C7","CAPC1608X92N","Top","    0.3740","    1.8898","    9.5000","   48.0000"," 270.00"
"C8","CAPC1608X92N","Top","    0.3346","    1.7913","    8.5000","   45.5000"," 180.00"
"C9","C1206-TANT","Top","    1.2106","    3.2421","   30.7500","   82.3500"," 270.00"
"C10","C1206-TANT","Top","    0.3819","    2.0866","    9.7000","   53.0000"," 270.00"
"C11","CAPC1608X92N","Top","    0.2657","    2.0827","    6.7500","   52.9000"," 270.00"
"C12","C1206-TANT","Top","    0.6220","    2.0866","   15.8000","   53.0000"," 270.00"
"C13","CAPC1608X92N","Top","    0.4961","    2.0669","   12.6000","   52.5000"," 270.00"
"C14","CAPC1608X92N","Top","    0.8268","    3.0512","   21.0000","   77.5000"," 270.00"
"C15","CAPC1608X92N","Top","    1.5945","    2.7500","   40.5000","   69.8500","   0.00"
"C16","CAPC1608X92N","Top","    0.7874","    2.2146","   20.0000","   56.2500"," 180.00"
"C17","CAPC1608X92N","Top","    0.7874","    2.2933","   20.0000","   58.2500"," 180.00"
"C18","CAPC1608X92N","Top","    0.7972","    2.9134","   20.2500","   74.0000","  90.00"
"C19","CAPC1608X92N","Top","    0.7185","    2.9134","   18.2500","   74.0000","  90.00"
"C20","CAPC1608X92N","Top","    1.4567","    2.2933","   37.0000","   58.2500"," 180.00"
"C21","CAPC1608X92N","Top","    1.4567","    2.2146","   37.0000","   56.2500"," 180.00"
"C22","CAPC1608X92N","Top","    1.9488","    1.8799","   49.5000","   47.7500","  90.00"
"C23","CAPC1608X92N","Top","    2.0965","    3.1890","   53.2500","   81.0000","  90.00"
"C24","CAPC1608X92N","Top","    0.2677","    2.2047","    6.8000","   56.0000","  90.00"
"C25","CAPC3225X168N","Top","    0.1378","    1.5748","    3.5000","   40.0000"," 270.00"
"C26","CAPC1608X92N","Top","    0.4724","    1.6929","   12.0000","   43.0000"," 180.00"
"C27","CAPC1608X92N","Top","    0.7579","    1.3189","   19.2500","   33.5000","  90.00"
"C28","CAPC3215X168N","Top","    0.6004","    1.1713","   15.2500","   29.7500","  90.00"
"C29","CAPC3215X168N","Top","    0.4823","    1.1713","   12.2500","   29.7500","  90.00"
"C31","CAPC1608X92N","Top","    0.9646","    1.4764","   24.5000","   37.5000"," 270.00"
"C32","CAPC1608X92N","Top","    2.1063","    2.0276","   53.5000","   51.5000","  90.00"
"C33","CAPC1608X92N","Top","    1.5157","    2.0276","   38.5000","   51.5000"," 270.00"
"C34","CAPC1608X92N","Top","    1.7520","    2.0276","   44.5000","   51.5000"," 270.00"
"C35","CAPC1608X92N","Top","    2.0669","    1.8799","   52.5000","   47.7500","  90.00"
"C36","C1210","Top","    1.6772","    1.1220","   42.6000","   28.5000"," 270.00"
"C37","CAPC1608X92N","Top","    1.8996","    3.1890","   48.2500","   81.0000","  90.00"
"C38","C1210","Top","    2.4508","    2.8150","   62.2500","   71.5000"," 270.00"
"C39","CAP-CHEMI-HA0","Top","    1.8969","    1.4862","   48.1800","   37.7500","   0.00"
"C40","CAPC1608X92N","Top","    2.1949","    3.1890","   55.7500","   81.0000","  90.00"
"C41","CAPC1608X92N","Top","    2.3819","    2.6083","   60.5000","   66.2500","  90.00"
"C42","CAPC1608X92N","Top","    2.3228","    2.7854","   59.0000","   70.7500"," 270.00"
"C43","CAPC1608X92N","Top","    0.8268","    1.1614","   21.0000","   29.5000","  90.00"
"C44","CAPC1608X92N","Top","    0.9252","    1.1614","   23.5000","   29.5000","  90.00"
"C45","CAPC1608X92N","Top","    1.0236","    1.1614","   26.0000","   29.5000","  90.00"
"C46","CAPC1608X92N","Top","    0.2657","    1.5846","    6.7500","   40.2500"," 270.00"
"C47","C1210","Top","    1.5236","    1.1220","   38.7000","   28.5000"," 270.00"
"C48","CAPC1608X92N","Top","    0.8661","    1.4764","   22.0000","   37.5000"," 270.00"
"C50","CAPC1608X92N","Top","    2.4803","    2.6083","   63.0000","   66.2500","  90.00"
"C51","CAPC1608X92N","Top","    1.6535","    2.5984","   42.0000","   66.0000"," 270.00"
"C52","CAPC1608X92N","Top","    1.4567","    2.8839","   37.0000","   73.2500","   0.00"
"C53","CAPC1608X92N","Top","    1.4567","    2.9626","   37.0000","   75.2500","   0.00"
"CN1","HDR100-3","Top","    0.4724","    2.7362","   12.0000","   69.5000"," 270.00"
"CN2","MOLEX-MINI-B-SMT","Bottom","    1.5551","    3.5236","   39.5000","   89.5000"," 180.00"
"CN3","RASM712PX","Top","    0.3740","    0.2953","    9.5000","    7.5000","   0.00"
"CN4","CONN-RJ45-MOLEX-44144-003","Top","    1.0827","    0.4134","   27.5000","   10.5000","   0.00"
"CN5","MJ-3523-SMT","Bottom","    0.9843","    0.3150","   25.0000","    8.0000"," 270.00"
"CN6","MJ-3523-SMT","Bottom","    2.4016","    0.3150","   61.0000","    8.0000"," 270.00"
"CN7","MJ-3523-SMT","Bottom","    2.0472","    0.3150","   52.0000","    8.0000"," 270.00"
"CN8","MJ-3523-SMT","Bottom","    1.3386","    0.3150","   34.0000","    8.0000"," 270.00"
"CN9","MJ-3523-SMT","Bottom","    1.6929","    0.3150","   43.0000","    8.0000"," 270.00"
