"Bill of Materials from SM1000-D.sch, 196 parts, as of 1/16/2015 3:00:23 PM"
"Device","Package","Side","X (inch)","Y (inch)","X (mm)","Y (mm)","Angle",
"CAPACITOR_0402","CAPC1005X60N","Top","    0.1496","    2.1693","    3.8000","   55.1000","   0.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    1.2795","    2.4016","   32.5000","   61.0000","  90.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    1.0000","    2.4213","   25.4000","   61.5000"," 270.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    0.5413","    2.3327","   13.7500","   59.2500","  90.00"
"CAPACITOR_0603","CAPC1608X92N","Top","    0.4626","    2.3327","   11.7500","   59.2500","  90.00"
"CAPACITOR_0603","CAPC1608X92N","Top","    0.1969","    2.3228","    5.0000","   59.0000","  90.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    0.2953","    2.3228","    7.5000","   59.0000","  90.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    0.3937","    2.3425","   10.0000","   59.5000","  90.00"
"CAP-TANT-1206","C1206-TANT","Top","    1.4823","    3.4941","   37.6500","   88.7500","   0.00"
"CAPACITOR_0603","CAPC1608X92N","Top","    1.4055","    2.5591","   35.7000","   65.0000","   0.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    1.3780","    2.6181","   35.0000","   66.5000","   0.00"
"CAPACITOR_0603","CAPC1608X92N","Top","    1.2835","    2.5591","   32.6000","   65.0000"," 180.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    1.2795","    2.6181","   32.5000","   66.5000"," 180.00"
"CAPACITOR_0603","CAPC1608X92N","Top","    0.8465","    3.3898","   21.5000","   86.1000"," 180.00"
"CAPACITOR_0603","CAPC1608X92N","Top","    1.6929","    3.1437","   43.0000","   79.8500","   0.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    0.7992","    2.6122","   20.3000","   66.3500"," 180.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    0.7992","    2.6713","   20.3000","   67.8500"," 180.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    0.8366","    3.3071","   21.2500","   84.0000","  90.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    0.7579","    3.3071","   19.2500","   84.0000","  90.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    1.4961","    2.6673","   38.0000","   67.7500"," 180.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    1.4961","    2.7264","   38.0000","   69.2500"," 180.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    2.0866","    2.2047","   53.0000","   56.0000"," 270.00"
"CAPACITOR_0402","CAPC1005X60N","Top","    1.9390","    3.7992","   49.2500","   96.5000"," 270.00"
"CAPACITOR_0603","CAPC1608X92N","Top","    0.9488","    2.5000","   24.1000","   63.5000"," 180.00"
